alim_nom_fr,alim_code,kcal,proteins,carbohydrates,lipids,alim_nom_eng,kcal_control
Citron; zeste; cru,13125,0,1.38,5.4,0.3,Lemon zest; raw,29.82
Sureau; baie; crue,13126,0,0.64,11.4,0.5,Elderberry; berries; raw,52.660000000000004
Myrtille; surgelée; crue,13132,0,0.68,8.9,0.43,Blueberry; frozen; raw,42.19
Salade de fruits; crue,13134,0,0.5,11.4,0.15,Fruit salad; raw,48.95
Framboise; surgelée; crue,13136,0,1.16,6.43,0.8,Raspberry; frozen; raw,37.56
Nectarine ou brugnon; jaune; pulpe et peau; crue,13148,51.3,0.69,11.3,0,Nectarine; yellow; flesh and skin; raw,51.3
Nectarine ou brugnon; blanche; pulpe et peau; crue,13149,51.8,0.81,11.4,0,Nectarine; white; flesh and skin; raw,51.8
Mûre (de ronce); surgelée; crue,13150,0,1.22,10.7,0.42,Blackberry; frozen; raw,51.46
Pomelo (dit Pamplemousse) jaune; pulpe; cru,13179,0,0.69,7.31,0.1,Grapefruit; yellow; pulp; raw,32.9
Pomelo (dit Pamplemousse) rose; pulpe; cru,13180,0,0.77,6.2,0.14,Grapefruit; red or pink; pulp; raw,29.140000000000004
Poire Conférence; pulpe; crue,13188,53.1,0,11.4,0,Pear; var. Conférence; pulp; raw,53.1
Poire Williams; pulpe; crue,13189,54.1,0,11.5,0,Pear; var. Williams; pulp; raw,54.1
Pomme Chantecler; pulpe; crue,13190,51.8,0,11.2,0,Apple; var. Chanteclerc; pulp; raw,51.8
Pomme Gala; pulpe; crue,13191,54.5,0,11.9,0,Apple; var. Gala; pulp; raw,54.5
Pomme Pink lady; pulpe; crue,13192,60.1,0,12.8,0,Apple; var. Pink lady; pulp; raw,60.1
Pêche blanche; pulpe et peau; crue,13193,47.2,0.69,9.48,0,Peach; white-flesh variety; pulp and skin; raw,47.2
Pêche blanche; pulpe; crue,13194,46.1,0.63,9.63,0,Peach; white-flesh variety; pulp; raw,46.1
Pêche jaune; pulpe; crue,13195,46.3,0.69,9.8,0,Peach; yellow-flesh variety; pulp; raw,46.3
Dourian; pulpe; cru,13529,0,1.47,23.3,5.33,Durian; pulp; raw,147.05
Kumquat; sans pépin; cru,13549,0,1.57,9.6,1.18,Kumquat; without pips; raw,55.3
Longan; pulpe; cru,13552,0,1.31,14,0.1,Longan; pulp,62.14
Pamplemousse chinois; pulpe; cru,13614,0,0.76,8.62,0.04,Pummelo; pulp; raw,37.879999999999995
Pomme Golden; pulpe et peau; crue,13620,57.1,0,12.8,0,Apple; var. Golden; pulp and skin; raw,57.1
Raisin noir Muscat; cru,13621,90.1,0.69,20,0,Grape; red; Muscat; raw,90.1
Melon miel ou melon honeydew; pulpe; cru,13742,0,0.58,4.3,0.17,Melon; honeydew; pulp; raw,21.05
Fruits rouges; crus (framboises; fraises; groseilles; cassis),13997,0,1.11,7.88,0.31,Red berries (raspberries; strawberries; red currants; black currants) ; raw,38.75
Fruit cru (aliment moyen),13999,59.5,0.7,11.6,0.26,Fruit (average),59.5
Compote de pomme,13038,102,0.23,24.4,0.21,Apple compote,102
Rhubarbe; tige; cuite; sucrée,13048,0,0.39,29.2,0.05,Rhubarb; stalk; cooked; with sugar,118.81
Compote; tout type de fruits,13108,102,0,23.9,0.092,Fruits compote; miscellaneous,102
Compote; tout type de fruits; allégée en sucres,13109,66,0,15.3,0.08,Fruits compote; miscellaneous; reduced sugar,66
Chayote ou christophine ou chouchou; crue,13128,0,0.72,2.8,0.12,Chayote,15.159999999999998
Compote; tout type de fruits; allégée en sucres; rayon frais,13129,0,0.32,14.9,0.48,Fruits compote; miscellaneous; reduced sugar; refrigerated,65.2
Compote de pomme; allégée en sucres,13151,65.1,0,15.1,0.08,Apple compote; reduced sugar,65.1
Dessert de fruits; tout type de fruits (en taux de sucres : compotes allégées en sucres < desserts de fruits < compotes allégée),13152,0,0.32,19.5,0.2,Fruits dessert; all types (fruits dessert's sugar content is less than fruits compote but more than fruits compote reduced sugar),81.08
"Purée de fruits; tout type de fruits; type ""compote sans sucres ajoutés""",13153,58.9,0,13.4,0,Fruits puree; without sugar added,58.9
Spécialité de fruits divers; sucrée (mélange pulpes et/ou purées de fruits; mais toujours avec autre ingrédient),13154,0,0.41,16.9,0.56,Stewed fruits; sweetened (pulp or mixed fruits; w or without sugar; but always with other ingredient),74.28
Pomme; pulpe; rôtie/cuite au four,13175,0,0,21,0,Apple; pulp; roasted/baked,84
Pomme; pulpe; bouillie/cuite à l'eau,13176,0,0.26,11.2,0.36,Apples; raw; without skin; cooked; boiled/cooked in water,49.08
Compote ou assimilé; tout type de fruits; teneur en sucre (allégée en sucres ou non; sans sucres ajoutés...) inconnue (aliment moyen),13185,80.1,0.25,18.6,0.15,Fruit compote; reduced sugar or not,80.1
"Purée de pommes; type ""compote sans sucres ajoutés""",13187,56.4,1.13,11.7,0,Fruits puree; apple; without sugar added,56.4
Coulis de fruits rouges (framboises; fraises; groseilles; cassis),13998,0,0.8,25.1,0.54,Fruit sauce,108.46000000000001
Abricot au sirop (sans précision sur léger ou classique); appertisé; égoutté (aliment moyen),13704,0,0.5,16.2,0.25,Apricot; canned in syrup (sugar content unknown); drained,69.05
Macédoine ou cocktail ou salade de fruits; au sirop (sans précision sur léger ou classique); appertisé; égouttée (aliment moyen),13705,0,0.25,16.2,0.25,Fruit cocktail or salad; canned in syrup (sugar content unknown); drained,68.05
Macédoine ou cocktail ou salade de fruits; au sirop; appertisé; égoutté,13706,0,0,17.4,0,Fruit cocktail or salad; canned in syrup; drained,69.6
Macédoine ou cocktail ou salade de fruits; au sirop; appertisé; non égoutté,13707,0,0,18.3,0,Fruit cocktail or salad; canned in syrup; not drained,73.2
Macédoine ou cocktail ou salade de fruits; au sirop léger; appertisé; égoutté,13708,0,0,14.4,0,Fruit cocktail or salad; canned in light syrup; drained,57.6
Macédoine ou cocktail ou salade de fruits; au sirop léger; appertisé; non égoutté,13709,0,0,14.5,0.061,Fruit cocktail or salad; canned in light syrup; not drained,58.549
Abricot au sirop léger; appertisé; égoutté,13712,0,0.94,13.7,0,Apricot; canned in light syrup; drained,58.559999999999995
Abricot au sirop léger; appertisé; non égoutté,13713,0,0.81,14,0.043,Apricot; canned in light syrup; not drained,59.627
Abricot au sirop; appertisé; égoutté,13714,0,0.5,16.2,0,Apricot; in syrup; canned; drained,66.8
Abricot au sirop; appertisé; non égoutté,13715,0,0.29,16.6,0,Apricot; in syrup; canned; not drained,67.56
Ananas au jus d'ananas; égoutté; appertisé,13716,0,0,13.6,0,Pineapple; in pineapple juice; canned; drained,54.4
Ananas au jus d'ananas; appertisé; non égoutté,13717,0,0,13.6,0,Pineapple; in pineapple juice; canned; not drained,54.4
Ananas au sirop léger; appertisé; égoutté,13718,0,0,15.9,0,Pineapple; in light syrup; canned; drained,63.6
Ananas au sirop léger; appertisé; non égoutté,13719,0,0,16,0.078,Pineapple; in light syrup; canned; not drained,64.702
Pêche au sirop léger; appertisée; égouttée,13730,0,0.5,13.8,0,Peach; canned in light syrup; drained,57.2
Pêche au sirop léger; appertisée; non égouttée,13731,0,0.31,14.1,0.038,Peach; canned in light syrup; not drained,57.982
Poire au sirop léger; appertisée; égouttée,13734,64.9,0,13.9,0.4,Pear; canned in light syrup; drained,64.9
Poire au sirop léger; appertisée; non égouttée,13735,0,0.3,14.5,0.12,Pear; canned in light syrup; not drained,60.28
Abricot; dénoyauté; sec,13001,239,2.88,59.1,0.5,Apricot; pitted; dried,239
Datte; pulpe et peau; sèche,13011,0,1.81,64.7,0.25,Date; pulp and peel; dried,268.29
Figue; sèche,13013,0,2.99,54.3,0.87,Fig; dried,236.99
Pruneau; sec,13042,229,1.63,55.4,0.4,Prune,229
Raisin; sec,13046,321,3,73.2,0.9,Raisin,321
Mélange apéritif de fruits exotiques; sec,13051,389,2.19,69.5,10.5,Tropical fruit mix; sweetened; for snack; dried,389
Banane; pulpe; sèche,13089,0,3.89,78.4,1.81,Banana; pulp; dried,345.45000000000005
Pomme; sèche,13111,0,0.78,57.2,0.31,Apple; dried,234.71
Pêche; sèche,13118,0,5,68.9,1,Peach; dried,304.6
Canneberge ou cranberry; séchée; sucrée,13178,333,0,76.4,1,Cranberry; dried; with sugar,333
Abricot; dénoyauté; sec; moelleux (réhydraté à 35-45%),13623,200,2.31,51.1,0.4,Apricot; pitted; dried; rehydrated to 35-45% water,200
Abricot pays; pulpe; au sirop; appertisé; non égoutté; prélevé à la Martinique,13400,0,0.28,13.3,0.1,Mammee; pulp; canned in syrup; not drained; sampled in the island of La Martinique,55.22
Abricot pays; pulpe; cru; prélevé à la Martinique,13401,0,0.48,10.8,0.05,Mammee; pulp; raw; sampled in the island of La Martinique,45.57000000000001
Ananas; pulpe; cru ; prélevé à la Martinique,13402,0,0.56,0,0,Pineapple; pulp; raw; sampled in the island of La Martinique,2.24
Caïmite; pulpe; cru; prélevé à la Martinique,13403,0,0.31,0,2.87,Star apple or milk truit; pulp; raw; sampled in the island of La Martinique,27.07
Cerise acérola; pulpe; crue; prélevée à la Martinique,13404,0,0.56,0,0.097,Acerola; pulp; raw; sampled in the island of La Martinique,3.1130000000000004
Chadèque; pulpe; cru; prélevé à la Martinique,13405,0,0.48,0,0.3,Grapefruit; pulp; raw; sampled in the island of La Martinique,4.619999999999999
Chips d'abricot pays; pulpe; prélevé à la Martinique,13406,0,0.96,68.7,18.7,Mammee; crisps; sampled in the island of La Martinique,446.93999999999994
Goyave; pulpe; purée; prélevée à la Martinique,13407,0,0.83,0,0.0067,Guava; pulp; mashed; sampled in the island of La Martinique,3.3802999999999996
Jus de carambole; prélevé à la Martinique; jus filtré,13408,0,4.52,0,0.15,Star fruit juice; filtered; sampled in the island of La Martinique,19.43
Jus de carambole; prélevée à la Martinique; jus non filtré,13409,0,0.063,0,0.03,Star fruit juice; non filtered; sampled in the island of La Martinique,0.522
Jus de citron punch (variété petit calibre); pur jus; prélevé à la Martinique,13410,0,0.48,0,0.14,Punch lemon juice (small grade); pure juice; sampled in the island of La Martinique,3.18
Jus de citron vert (variété gros calibre); pur jus; prélevé à la Martinique,13411,0,0.69,0,0.46,Green lemon juice (big grade); pure juice; sampled in the island of La Martinique,6.9
Jus de corossol; prélevé à la Martinique,13412,0,0.65,0,0.43,Soursop juice; sampled in the island of La Martinique,6.470000000000001
Jus de fruit de la passion ou maracudja; prélevé à la Martinique; pur jus,13413,0,1.08,0,0.37,Passion fruit juice; pure juice; sampled in the island of La Martinique,7.65
Jus de grenade; prélevée à la Martinique,13414,0,0.69,0,0,Pomegranate; juice; sampled in the island of La Martinique,2.76
Jus de lime; pur jus; prélevé à la Martinique,13415,0,0.35,0,0.57,Lime juice; pure juice; sampled in the island of La Martinique,6.529999999999999
Jus de mandarine commune; pur jus filtré pasteurisé; prélevée à la Martinique,13416,0,0,0,0,Common mandarin juice; pure juice; filtered; pasteurized; sampled in the island of La Martinique,0
Jus de mandarine commune; pur jus filtré; prélevée à la Martinique,13417,0,0.61,8.63,0.57,Common mandarin juice; pure juice; filtered; sampled in the island of La Martinique,42.09
Jus de mandarine macaque; pur jus filtré; prélevée à la Martinique,13418,0,0.6,10.8,0,Macaque mandarin; pure juice; filtered; sampled in the island of La Martinique,45.6
Jus de moubin; pur jus; prélevé à la Martinique,13419,0,0.88,0,0.19,Moubin; pure juice; sampled in the island of La Martinique,5.23
Jus de pamplemousse (variété locale); pur jus; prélevé à la Martinique,13420,0,0.42,0,0.19,Grapefruit (local variety); pure juice; sampled in the island of La Martinique,3.3899999999999997
"Jus de prune de cythère verte ""géante"" (variété locale); fruit mûr; pur jus filtré; prélevée à la Martinique",13421,0,0.29,7.13,0.19,Prune de cythère or pommecythere or golden apple (local variety); giant; mature; pure juice; filtered; sampled in the island of La Martinique,31.39
"Jus de prune de cythère verte ""géante"" (variété locale); fruit vert; pur jus filtré; prélevée à la Martinique",13422,0,0.44,6.55,0.28,Prune de cythère or pommecythere or golden apple (local variety); giant; green or immature; pure juice; filtered; from La Martinique,30.48
"Jus de prune de cythère verte ""naine"" (variété hybride); fruit mûr; pur jus filtré; prélevée à la Martinique",13423,0,0.69,9.97,0.21,Prune de cythère or pommecythere or golden apple (hybrid variety); dwarf; mature; pure juice; filtered; from La Martinique,44.53
"Jus de prune de cythère verte ""naine"" (variété hybride); fruit vert; pur jus filtré; prélevée à la Martinique",13424,0,0.67,6.34,0.26,Prune de cythère or pommecythere or golden apple (hybrid variety); dwarf; green or immature; pure juice; filtered; from La Martinique,30.38
Mandarine commune; pulpe; au sirop; appertisée; non égouttée; prélevée à la Martinique,13425,0,0,0,0,Common mandarin; pulp; canned in syrup; not drained; sampled in the island of La Martinique,0
Mango bassignac; pulpe; cru; prélevé à la Martinique,13426,0,0.32,18.5,0,Mango bassignac; pulp; raw; sampled in the island of La Martinique,75.28
Mango moussache; pulpe; cru; prélevé à la Martinique,13427,0,1.28,20.9,0,Mango moussache; pulp; raw; sampled in the island of La Martinique,88.72
Mangue julie; pulpe; crue; prélevée à la Martinique,13428,0,0.71,18.3,0,Mangue julie; pulp; raw; sampled in the island of La Martinique,76.04
Mangue verte; pulpe; crue; prélevée à la Martinique,13429,0,1.31,12.2,0,Green mango; pulp; raw; sampled in the island of La Martinique,54.04
Melon; pulpe; cru; prélevé à la Martinique,13430,0,1.08,0,0.047,Melon; pulp; raw; sampled in the island of La Martinique,4.743
Orange (variété locale); pulpe; prélevée à la Martinique,13431,0,0.6,0,0.67,Orange (local variety); pulp; raw; sampled in the island of La Martinique,8.43
Orange amère; pulpe; crue; prélevée à la Martinique,13432,0,0.73,0,0.43,Bitter orange; pulp; raw; sampled in the island of La Martinique,6.79
Pastèque; pulpe; crue; prélevée à la Martinique,13433,0,0.77,0,0.26,Watermelon; pulp; raw; sampled in the island of La Martinique,5.42
Pomme cajou; pulpe; crue; prélevée à la Martinique,13434,0,0.79,0,0.11,Cashew apple; pulp; raw; sampled in the island of La Martinique,4.15
Pomme cannelle;  pulpe; crue; prélevée à la Martinique,13435,0,1.48,0,0.57,Sugar apple; pulp; raw; sampled in the island of La Martinique,11.05
Pomme d'eau ou pomme malaca; pulpe; crue; prélevée à la Martinique,13436,0,0.44,0,0.023,Pomme d'eau or malaca apple; pulp; raw; sampled in the island of La Martinique,1.967
Pomme liane; pulpe; crue; prélevée à la Martinique,13437,0,0.88,0,0.22,Pomme liane; pulp; raw; sampled in the island of La Martinique,5.5
Prune de cythère; mûre; fruit entier; crue; prélevée à la Martinique,13438,0,0.54,0,0.03,Prune de cythère; mûre; raw; sampled in the island of La Martinique,2.43
Prune de cythère; verte ou immature; fruit entier; crue; prélevée à la Martinique,13439,0,0.6,0,0.07,Prune de cythère or pommecythere or golden apple; green or immature;whole; raw; sampled in the island of La Martinique,3.0300000000000002
Jacques; pulpe; cru; prélevé à la Martinique,13440,0,1.98,0,0.21,Jacques; pulp; raw; sampled in the island of La Martinique,9.81
Mangue José; pulpe; crue; prélevée à La Réunion (Mangifera indica L.),13200,88.8,0.75,19.3,0.5,Mango José; flesh; raw; from the island La Réunion (Mangifera indica L.),88.8
Ananas Victoria ou ananas Queen Victoria; pulpe crue; prélevé à La Réunion Ananas comosus (L.) merr var. Queen),13201,71.8,0.94,15.1,0,Queen Vicoria ananas; flesh; raw; from the island La Réunion (Ananas comosus (L.) merr var. Queen),71.8
Papaye Colombo (fruit mûr); pulpe sans pépin; crue; prélevée à La Réunion (Carica papaya L.),13202,40,0.56,7.88,0,Colombo Papaya (fruit); mature; seeds and peel removed; raw; from the island La Réunion (Carica papaya L.),40
Farine de châtaigne,9570,0,5.69,70.4,3.43,Chestnut flour,335.23
Amande (avec peau),15000,0,18.8,9.51,51.3,Almond; (with peel),574.94
Cacahuète ou Arachide,15001,0,22.8,14.8,49.1,Peanut,592.3000000000001
Cacahuète; grillée; salée,15002,0,22.9,15,50,Peanut; grilled; salted,601.6
Noisette,15004,0,14.4,7.16,56.9,Hazelnut,598.34
Noix; séchée; cerneaux,15005,0,13.3,6.88,67.3,Walnut; dried; husked,686.42
Noix de coco; amande mûre; fraîche,15006,0,3.33,6.22,33.5,Coconut; ripe kernel; fresh,339.7
Noix de coco; amande; sèche,15007,0,6.62,8.55,66.3,Coconut; kernel; dried,657.3799999999999
Noix du Brésil,15008,0,14.8,6.17,66.1,Brazil nut,678.78
Pistache; grillée; salée,15009,0,18.9,15.9,49.5,Pistachio nut; grilled; salted,584.7
Sésame; graine,15010,0,17.6,9.85,49.7,Sesame seed,557.1
Tournesol; graine,15011,0,21.3,10.1,55.5,Sunflower seed,625.1
Crème de marrons,15013,0,1.28,55,0.67,Chestnut cream,231.15
Noix de coco; amande immature; fraîche,15014,0,3.33,6.22,33.5,Coconut; immature kernel; fresh,339.7
Crème de marrons vanillée; appertisée,15016,0,0.96,59.8,0.7,Chestnut cream; vanilla flavoured; canned,249.34
Mélange apéritif de graines salées et raisins secs,15018,560,16.6,27.1,39.6,Mix of salted grains/nuts and raisins,560
Noix de cajou; grillée; salée,15019,0,15.2,26.7,49.5,Cashew nut; grilled; salted,613.1
Châtaigne; bouillie/cuite à l'eau,15020,0,2,23,1.38,Chestnut; boiled/cooked in water,112.42
Châtaigne; grillée,15021,0,3.17,47.9,2.2,Chestnut; grilled,224.08
Noix; fraîche,15023,0,11,9.94,31.8,Walnut; fresh,369.96
Châtaigne; crue,15024,0,1.81,36.5,2.23,Chestnut; raw,173.31
Pignon de pin,15025,0,13.7,6.31,65,Pine nuts,665.04
Noix de pécan,15026,0,9.57,5.43,72.6,Pecan nut,713.4
Noix de macadamia,15027,0,7.91,5.22,75.8,Macadamia nut,734.7199999999999
Cucurbitacées; graine,15028,0,30.2,4.71,49.1,Cucurbitacea; seed,581.54
Luzerne; graine germée,15029,0,3.28,0.91,0.7,Alfalfa seeds; sprouted; raw,23.06
Luzerne; graine,15032,0,29.7,39.3,12.6,Alfalfa seeds; raw,389.4
Noisette grillée,15033,0,14.4,5.21,66,Hazelnut; grilled,672.44
Lin; graine,15034,0,20.2,6.6,36.6,Flaxseed,436.6
Sésame; graine décortiquée,15035,0,21.1,4.5,56.1,Sesame seed; husked,607.3000000000001
Cacahuète; grillée à sec; salée,15037,0,21.6,18.2,47.7,Peanut; dry-grilled; salted,588.5
Sésame; grillé; graine décortiquée,15038,0,17,9.14,48,Sesame seed; grilled; husked,536.56
Châtaigne ou Marron; appertisé,15039,0,1.96,28.8,1.4,Chestnut; canned,135.64000000000001
Amande; mondée; émondée ou blanchie,15041,0,21.4,8.76,52.5,Almond; peeled; unpeeled or blanched,593.14
Amande; grillée; salée,15042,0,21.1,8.72,53.9,Almond; grilled; salted,604.38
Noix de macadamia; grillée; salée,15043,0,7.04,9.95,70.2,Macadamia nut; grilled; salted,699.7600000000001
Pistache; grillée,15044,0,18.4,18.6,47.4,Pistachio nut; grilled,574.5999999999999
Tournesol; graine; grillé; salé,15045,0,19.3,15.1,49.8,Sunflower seed; grilled; salted,585.8
Noix de pécan; salées,15046,0,10.2,5,73,Pecan nut; salted,717.8
Chia; graine; séchée,15047,0,16.5,7.72,30.7,Seeds; chia; dried,373.18
Mélange apéritif de graines (non salées) et fruits séchés,15048,0,8.29,32.2,26.3,Mix of unsalted grains/nuts and dried fruit,398.66
Mélange apéritif de graines (non salées) et raisins secs,15049,541,12.5,31.8,37.2,Mix of unsalted grains/nuts and raisins,541
Noisette grillée; salée,15050,0,13.4,7.67,61.2,Hazelnut; grilled; salted,635.08
Lin; brun; graine,15052,0,18,3.56,42.2,Flaxseed; brown,466.04
Cacahuète; grillée; sans sel ajouté,15053,0,23.4,11.3,51.9,Peanut; grilled; non-salted,605.9
Noix de cajou; grillée; non salée,15054,618,17.4,21.3,48.1,Cashew nut; grilled; unsalted,618
Noix de cajou; grillée à sec; non salée,15055,630,17.4,23.5,49,Cashew nut; dry-grilled; unsalted,630
Pâte d'amande; préemballée,15201,432,5.8,70.3,13.5,Almond paste or marzipan; prepacked,432
Beurre de cacahuète ou Pâte d'arachide,15202,0,22.2,16.1,52.5,Peanut butter or peanut paste,625.7
Tahin ou Purée de sésame,15203,0,17.7,13.8,53.4,Tahini (sesame paste),606.5999999999999
Arachide; bouillie/cuite à l'eau; salée,20581,0,15.5,9.54,22,Peanut; boiled/cooked in water; w salt,298.15999999999997
Soja; graine entière,20901,432,34.5,20.8,19.2,Soybean; whole grain,432
